"Munic�pio";"Popula��o_residente"
"261190 RIO FORMOSO";23535
"261200 SAIRE";9932
"261210 SALGADINHO";10919
"261220 SALGUEIRO";60930
"261230 SALOA";15843
"261240 SANHARO";26462
"261245 SANTA CRUZ";15398
"261247 SANTA CRUZ DA BAIXA VERDE";12592
"261250 SANTA CRUZ DO CAPIBARIBE";107937
"261255 SANTA FILOMENA";14477
"261260 SANTA MARIA DA BOA VISTA";41931
"261270 SANTA MARIA DO CAMBUCA";14137
"261280 SANTA TEREZINHA";11815
"261290 SAO BENEDITO DO SUL";15895
"261300 SAO BENTO DO UNA";59504
"261310 SAO CAITANO";37245
"261320 SAO JOAO";22793
"261330 SAO JOAQUIM DO MONTE";21356
"261340 SAO JOSE DA COROA GRANDE";21298
"261350 SAO JOSE DO BELMONTE";33959
"261360 SAO JOSE DO EGITO";33897
"261370 SAO LOURENCO DA MATA";113230
"261380 SAO VICENTE FERRER";18018
"261390 SERRA TALHADA";86350
"261400 SERRITA";19165
"261410 SERTANIA";35907
"261420 SIRINHAEM";45865
"261430 MOREILANDIA";11270
"261440 SOLIDAO";6007
"261450 SURUBIM";65089
"261460 TABIRA";28544
"261470 TACAIMBO";12874
"261480 TACARATU";25765
"261485 TAMANDARE";23388
"261500 TAQUARITINGA DO NORTE";28775
"261510 TEREZINHA";7169
"261520 TERRA NOVA";10096
"261530 TIMBAUBA";53022
"261540 TORITAMA";45219
"261550 TRACUNHAEM";13769
"261560 TRINDADE";30521
"261570 TRIUNFO";15254
"261580 TUPANATINGA";27304
"261590 TUPARETAMA";8246
"261600 VENTUROSA";18482
"261610 VERDEJANTE";9534
"261618 VERTENTE DO LERIO";7618
"261620 VERTENTES";20731
"261630 VICENCIA";32643
"261640 VITORIA DE SANTO ANTAO";138757
"261650 XEXEU";14725
"270010 AGUA BRANCA";20196
"270020 ANADIA";17545
"270030 ARAPIRACA";231747
"270040 ATALAIA";47185
"270050 BARRA DE SANTO ANTONIO";15932
"270060 BARRA DE SAO MIGUEL";8322
"270070 BATALHA";18232
"270080 BELEM";4344
"270090 BELO MONTE";6704
"270100 BOCA DA MATA";27281
"270110 BRANQUINHA";10494
"270120 CACIMBINHAS";10858
"270130 CAJUEIRO";21264
"270135 CAMPESTRE";6936
"270140 CAMPO ALEGRE";57063
"270150 CAMPO GRANDE";9558
"270160 CANAPI";17722
"270170 CAPELA";17053
"270180 CARNEIROS";9412
"270190 CHA PRETA";7311
"270200 COITE DO NOIA";10693
"270210 COLONIA LEOPOLDINA";21698
"270220 COQUEIRO SECO";5845
"270230 CORURIPE";56933
"270235 CRAIBAS";24219
"270240 DELMIRO GOUVEIA";52016
"270250 DOIS RIACHOS";11075
"270255 ESTRELA DE ALAGOAS";18205
"270260 FEIRA GRANDE";22166
"270270 FELIZ DESERTO";4754
"270280 FLEXEIRAS";12790
"270290 GIRAU DO PONCIANO";40917
"270300 IBATEGUARA";15616
"270310 IGACI";25631
"270320 IGREJA NOVA";24499
"270330 INHAPI";18385
"270340 JACARE DOS HOMENS";5253
"270350 JACUIPE";7021
"270360 JAPARATINGA";8361
"270370 JARAMATAIA";5770
"270375 JEQUIA DA PRAIA";11580
"270380 JOAQUIM GOMES";23993
"270390 JUNDIA";4155
"270400 JUNQUEIRO";24727
"270410 LAGOA DA CANOA";17852
"270420 LIMOEIRO DE ANADIA";28635
"270430 MACEIO";1018948
"270440 MAJOR ISIDORO";19804
"270450 MARAGOGI";32704
"270460 MARAVILHA";9163
"270470 MARECHAL DEODORO";51901
"270480 MARIBONDO";13264
"270490 MAR VERMELHO";3514
"270500 MATA GRANDE";25216
"270510 MATRIZ DE CAMARAGIBE";24642
"270520 MESSIAS";17856
"270530 MINADOR DO NEGRAO";5329
"270540 MONTEIROPOLIS";7159
"270550 MURICI";28236
"270560 NOVO LINO";12690
"270570 OLHO D'AGUA DAS FLORES";21594
"270580 OLHO D'AGUA DO CASADO";9373
"270590 OLHO D'AGUA GRANDE";5123
"270600 OLIVENCA";11617
"270610 OURO BRANCO";11496
"270620 PALESTINA";5011
"270630 PALMEIRA DOS INDIOS";73218
"270640 PAO DE ACUCAR";24399
"270642 PARICONHA";10533
"270644 PARIPUEIRA";13176
"270650 PASSO DE CAMARAGIBE";15245
"270660 PAULO JACINTO";7564
"270670 PENEDO";63683
"270680 PIACABUCU";17827
"270690 PILAR";35111
"270700 PINDOBA";2908
"270710 PIRANHAS";25039
"270720 POCO DAS TRINCHEIRAS";14386
"270730 PORTO CALVO";27165
"270740 PORTO DE PEDRAS";7786
"270750 PORTO REAL DO COLEGIO";20066
"270760 QUEBRANGULO";11294
"270770 RIO LARGO";75120
"270780 ROTEIRO";6664
"270790 SANTA LUZIA DO NORTE";7296
"270800 SANTANA DO IPANEMA";47586
"270810 SANTANA DO MUNDAU";10740
"270820 SAO BRAS";6961
"270830 SAO JOSE DA LAJE";23927
"270840 SAO JOSE DA TAPERA";32175
"270850 SAO LUIS DO QUITUNDE";34555
"270860 SAO MIGUEL DOS CAMPOS";61251
"270870 SAO MIGUEL DOS MILAGRES";7951
"270880 SAO SEBASTIAO";34152
"270890 SATUBA";13828
"270895 SENADOR RUI PALMEIRA";13793
"270900 TANQUE D'ARCA";6162
"270910 TAQUARANA";19980
"270915 TEOTONIO VILELA";44169
"270920 TRAIPU";27715
"270930 UNIAO DOS PALMARES";65611
"270940 VICOSA";25733
"280010 AMPARO DE SAO FRANCISCO";2374
"280020 AQUIDABA";21563
"280030 ARACAJU";657013
"280040 ARAUA";10056
"280050 AREIA BRANCA";18542
"280060 BARRA DOS COQUEIROS";30407
"280067 BOQUIM";26816
"280070 BREJO GRANDE";8309
"280100 CAMPO DO BRITO";18109
"280110 CANHOBA";4008
"280120 CANINDE DE SAO FRANCISCO";29900
"280130 CAPELA";34213
"280140 CARIRA";22082
"280150 CARMOPOLIS";16634
"280160 CEDRO DE SAO JOAO";5897
"280170 CRISTINAPOLIS";17874
"280190 CUMBE";3987
"280200 DIVINA PASTORA";5138
"280210 ESTANCIA";69184
"280220 FEIRA NOVA";5584
"280230 FREI PAULO";15421
"280240 GARARU";11604
"280250 GENERAL MAYNARD";3346
"280260 GRACHO CARDOSO";5818
"280270 ILHA DAS FLORES";8520
"280280 INDIAROBA";17957
"280290 ITABAIANA";95427
"280300 ITABAIANINHA";41928
"280310 ITABI";4903
"280320 ITAPORANGA D'AJUDA";34356
"280330 JAPARATUBA";18743
"280340 JAPOATA";13434
"280350 LAGARTO";104408
"280360 LARANJEIRAS";29826
"280370 MACAMBIRA";6919
"280380 MALHADA DOS BOIS";3682
"280390 MALHADOR";12618
"280400 MARUIM";17213
"280410 MOITA BONITA";11335
"280420 MONTE ALEGRE DE SERGIPE";15031
"280430 MURIBECA";7625
"280440 NEOPOLIS";18719
"280445 NOSSA SENHORA APARECIDA";8796
"280450 NOSSA SENHORA DA GLORIA";36924
"280460 NOSSA SENHORA DAS DORES";26629
"280470 NOSSA SENHORA DE LOURDES";6483
"280480 NOSSA SENHORA DO SOCORRO";183628
"280490 PACATUBA";14428
"280500 PEDRA MOLE";3261
"280510 PEDRINHAS";9602
"280520 PINHAO";6576
"280530 PIRAMBU";9280
"280540 POCO REDONDO";34775
"280550 POCO VERDE";23728
"280560 PORTO DA FOLHA";28596
"280570 PROPRIA";29626
"280580 RIACHAO DO DANTAS";19805
"280590 RIACHUELO";10213
"280600 RIBEIROPOLIS";18652
"280610 ROSARIO DO CATETE";10855
"280620 SALGADO";19998
"280630 SANTA LUZIA DO ITANHY";14035
"280640 SANTANA DO SAO FRANCISCO";7780
"280650 SANTA ROSA DE LIMA";3913
"280660 SANTO AMARO DAS BROTAS";12102
"280670 SAO CRISTOVAO";90072
"280680 SAO DOMINGOS";11137
"280690 SAO FRANCISCO";3724
"280700 SAO MIGUEL DO ALEIXO";3930
"280710 SIMAO DIAS";40484
"280720 SIRIRI";8893
"280730 TELHA";3227
"280740 TOBIAS BARRETO";52191
"280750 TOMAR DO GERU";13536
"280760 UMBAUBA";25294
"290010 ABAIRA";8739
"290020 ABARE";20086
"290030 ACAJUTIBA";15159
"290035 ADUSTINA";17040
"290040 AGUA FRIA";16970
"290050 ERICO CARDOSO";10610
"290060 AIQUARA";4446
"290070 ALAGOINHAS";151596
"290080 ALCOBACA";22470
"290090 ALMADINA";5464
"290100 AMARGOSA";37241
"290110 AMELIA RODRIGUES";25102
"290115 AMERICA DOURADA";16094
"290120 ANAGE";22005
"290130 ANDARAI";13143
"290135 ANDORINHA";14595
"290140 ANGICAL";13977
"290150 ANGUERA";11221
"290160 ANTAS";19291
"290170 ANTONIO CARDOSO";11683
"290180 ANTONIO GONCALVES";11798
"290190 APORA";17731
"290195 APUAREMA";7330
"290200 ARACATU";13135
"290205 ARACAS";12177
"290210 ARACI";54379
"290220 ARAMARI";11397
"290225 ARATACA";11019
"290230 ARATUIPE";8825
"290240 AURELINO LEAL";11531
"290250 BAIANOPOLIS";13877
"290260 BAIXA GRANDE";20468
"290265 BANZAE";13229
"290270 BARRA";53578
"290280 BARRA DA ESTIVA";20598
"290290 BARRA DO CHOCA";31603
"290300 BARRA DO MENDES";13189
"290310 BARRA DO ROCHA";5714
"290320 BARREIRAS";155439
"290323 BARRO ALTO";14931
"290327 BARROCAS";15978
"290330 BARRO PRETO";5591
"290340 BELMONTE";23328
"290350 BELO CAMPO";17211
"290360 BIRITINGA";15979
"290370 BOA NOVA";12633
"290380 BOA VISTA DO TUPIM";18576
"290390 BOM JESUS DA LAPA";69148
"290395 BOM JESUS DA SERRA";9880
"290400 BONINAL";14368
"290405 BONITO";16764
"290410 BOQUIRA";21508
"290420 BOTUPORA";10211
"290430 BREJOES";14295
"290440 BREJOLANDIA";10557
"290450 BROTAS DE MACAUBAS";10907
"290460 BRUMADO";67195
"290470 BUERAREMA";18349
"290475 BURITIRAMA";21174
"290480 CAATIBA";6758
"290485 CABACEIRAS DO PARAGUACU";18807
"290490 CACHOEIRA";33470
"290500 CACULE";23170
"290510 CAEM";9213
"290515 CAETANOS";14542
"290520 CAETITE";50975
"290530 CAFARNAUM";18437
"290540 CAIRU";18176
"290550 CALDEIRAO GRANDE";13327
"290560 CAMACAN";31988
"290570 CAMACARI";299132
"290580 CAMAMU";35316
"290590 CAMPO ALEGRE DE LOURDES";28798
"290600 CAMPO FORMOSO";71206
"290610 CANAPOLIS";9711
"290620 CANARANA";26176
"290630 CANAVIEIRAS";31099
"290640 CANDEAL";8258
"290650 CANDEIAS";87076
"290660 CANDIBA";14319
"290670 CANDIDO SALES";25189
"290680 CANSANCAO";34834
"290682 CANUDOS";16668
"290685 CAPELA DO ALTO ALEGRE";11637
"290687 CAPIM GROSSO";30662
"290689 CARAIBAS";8951
"290690 CARAVELAS";22016
"290700 CARDEAL DA SILVA";9295
"290710 CARINHANHA";29018
"290720 CASA NOVA";71969
"290730 CASTRO ALVES";26264
"290740 CATOLANDIA";3577
"290750 CATU";54704
"290755 CATURAMA";9329
"290760 CENTRAL";17266
"290770 CHORROCHO";11177
"290780 CICERO DANTAS";32515
"290790 CIPO";17300
"290800 COARACI";16993
"290810 COCOS";18777
"290820 CONCEICAO DA FEIRA";22581
"290830 CONCEICAO DO ALMEIDA";17247
"290840 CONCEICAO DO COITE";66612
"290850 CONCEICAO DO JACUIPE";33153
"290860 CONDE";25837
"290870 CONDEUBA";17247
"290880 CONTENDAS DO SINCORA";4066
"290890 CORACAO DE MARIA";22605
"290900 CORDEIROS";8614
"290910 CORIBE";14194
"290920 CORONEL JOAO SA";15895
"290930 CORRENTINA";32137
"290940 COTEGIPE";13782
"290950 CRAVOLANDIA";5349
"290960 CRISOPOLIS";21103
"290970 CRISTOPOLIS";13910
"290980 CRUZ DAS ALMAS";63239
"290990 CURACA";34700
"291000 DARIO MEIRA";10710
"291005 DIAS D'AVILA";81089
"291010 DOM BASILIO";12199
"291020 DOM MACEDO COSTA";4058
"291030 ELISIO MEDRADO";8122
"291040 ENCRUZILHADA";17006
"291050 ENTRE RIOS";41780
"291060 ESPLANADA";37237
"291070 EUCLIDES DA CUNHA";60585
"291072 EUNAPOLIS";113380
"291075 FATIMA";17890
"291077 FEIRA DA MATA";5665
"291080 FEIRA DE SANTANA";614872
"291085 FILADELFIA";16377
"291090 FIRMINO ALVES";5617
"291100 FLORESTA AZUL";10629
"291110 FORMOSA DO RIO PRETO";25591
"291120 GANDU";32403
"291125 GAVIAO";4463
"291130 GENTIO DO OURO";11233
"291140 GLORIA";15221
"291150 GONGOGI";7128
"291160 GOVERNADOR MANGABEIRA";20722
"291165 GUAJERU";6937
"291170 GUANAMBI";84481
"291180 GUARATINGA";20843
"291185 HELIOPOLIS";13031
"291190 IACU";24305
"291200 IBIASSUCE";9224
"291210 IBICARAI";21689
"291220 IBICOARA";19571
"291230 IBICUI";16198
"291240 IBIPEBA";18211
"291250 IBIPITANGA";14902
"291260 IBIQUERA";4044
"291270 IBIRAPITANGA";23375
"291280 IBIRAPUA";8637
"291290 IBIRATAIA";15312
"291300 IBITIARA";16339
"291310 IBITITA";17113
"291320 IBOTIRAMA";26927
"291330 ICHU";6206
"291340 IGAPORA";15640
"291345 IGRAPIUNA";13226
"291350 IGUAI";26916
"291360 ILHEUS";162327
"291370 INHAMBUPE";39926
"291380 IPECAETA";14487
"291390 IPIAU";45873
"291400 IPIRA";59595
"291410 IPUPIARA";9865
"291420 IRAJUBA";7260
"291430 IRAMAIA";8537
"291440 IRAQUARA";25216
"291450 IRARA";29034
"291460 IRECE";72967
"291465 ITABELA";30584
"291470 ITABERABA";64489
"291480 ITABUNA";213223
"291490 ITACARE";28296
"291500 ITAETE";16056
"291510 ITAGI";12351
"291520 ITAGIBA";14579
"291530 ITAGIMIRIM";6869
"291535 ITAGUACU DA BAHIA";14429
"291540 ITAJU DO COLONIA";6682
"291550 ITAJUIPE";20491
"291560 ITAMARAJU";64486
"291570 ITAMARI";8035
"291580 ITAMBE";23049
"291590 ITANAGRA";6441
"291600 ITANHEM";19405
"291610 ITAPARICA";22228
"291620 ITAPE";8761
"291630 ITAPEBI";10259
"291640 ITAPETINGA";76147
"291650 ITAPICURU";35576
"291660 ITAPITANGA";10313
"291670 ITAQUARA";8319
"291680 ITARANTIM";19747
"291685 ITATIM";14487
"291690 ITIRUCU";12576
"291700 ITIUBA";36089
"291710 ITORORO";20382
"291720 ITUACU";18962
"291730 ITUBERA";28602
"291733 IUIU";10994
"291735 JABORANDI";8385
"291740 JACARACI";14842
"291750 JACOBINA";80518
"291760 JAGUAQUARA";54423
"291770 JAGUARARI";33570
"291780 JAGUARIPE";18788
"291790 JANDAIRA";10709
"291800 JEQUIE";155966
"291810 JEREMOABO";40463
"291820 JIQUIRICA";14537
"291830 JITAUNA";11166
"291835 JOAO DOURADO";25188
"291840 JUAZEIRO";216707
"291845 JUCURUCU";9126
"291850 JUSSARA";15284
"291855 JUSSARI";5833
"291860 JUSSIAPE";6186
"291870 LAFAIETE COUTINHO";3724
"291875 LAGOA REAL";15665
"291880 LAJE";23840
"291890 LAJEDAO";3955
"291900 LAJEDINHO";3783
"291905 LAJEDO DO TABOCAL";8562
"291910 LAMARAO";8307
"291915 LAPAO";27223
"291920 LAURO DE FREITAS";198440
"291930 LENCOIS";11409
"291940 LICINIO DE ALMEIDA";12388
"291950 LIVRAMENTO DE NOSSA SENHORA";45732
"291955 LUIS EDUARDO MAGALHAES";87519
"291960 MACAJUBA";11348
"291970 MACARANI";18755
"291980 MACAUBAS";49826
"291990 MACURURE";7824
"291992 MADRE DE DEUS";21093
"291995 MAETINGA";3161
"292000 MAIQUINIQUE";10112
"292010 MAIRI";18676
"292020 MALHADA";16845
"292030 MALHADA DE PEDRAS";8393
"292040 MANOEL VITORINO";13240
"292045 MANSIDAO";13643
"292050 MARACAS";20834
"292060 MARAGOGIPE";44677
"292070 MARAU";20570
"292080 MARCIONILIO SOUZA";10406
"292090 MASCOTE";13822
"292100 MATA DE SAO JOAO";46583
"292105 MATINA";12201
"292110 MEDEIROS NETO";22688
"292120 MIGUEL CALMON";26023
"292130 MILAGRES";10950
"292140 MIRANGABA";18338
"292145 MIRANTE";8641
"292150 MONTE SANTO";49418
"292160 MORPARA";8519
"292170 MORRO DO CHAPEU";35413
"292180 MORTUGABA";12042
"292190 MUCUGE";9062
"292200 MUCURI";41748
"292205 MULUNGU DO MORRO";10889
"292210 MUNDO NOVO";26776
"292220 MUNIZ FERREIRA";7422
"292225 MUQUEM DE SAO FRANCISCO";11348
"292230 MURITIBA";29399
"292240 MUTUIPE";22221
"292250 NAZARE";28525
"292260 NILO PECANHA";13997
"292265 NORDESTINA";13130
"292270 NOVA CANAA";16462
"292273 NOVA FATIMA";7812
"292275 NOVA IBIA";6591
"292280 NOVA ITARANA";8226
"292285 NOVA REDENCAO";9118
"292290 NOVA SOURE";26947
"292300 NOVA VICOSA";43376
"292303 NOVO HORIZONTE";12385
"292305 NOVO TRIUNFO";15440
"292310 OLINDINA";28229
"292320 OLIVEIRA DOS BREJINHOS";21825
"292330 OURICANGAS";8564
"292335 OUROLANDIA";17451
"292340 PALMAS DE MONTE ALTO";21750
"292350 PALMEIRAS";9019
"292360 PARAMIRIM";21607
"292370 PARATINGA";32000
"292380 PARIPIRANGA";28989
"292390 PAU BRASIL";9831
"292400 PAULO AFONSO";117782
"292405 PE DE SERRA";13578
"292410 PEDRAO";7347
"292420 PEDRO ALEXANDRE";16667
"292430 PIATA";17123
"292440 PILAO ARCADO";35048
"292450 PINDAI";16260
"292460 PINDOBACU";20150
"292465 PINTADAS";10437
"292467 PIRAI DO NORTE";10023
"292470 PIRIPA";10707
"292480 PIRITIBA";24755
"292490 PLANALTINO";9322
"292500 PLANALTO";26265
"292510 POCOES";46871
"292520 POJUCA";39519
"292525 PONTO NOVO";14914
"292530 PORTO SEGURO";148686
"292540 POTIRAGUA";7224
"292550 PRADO";28174
"292560 PRESIDENTE DUTRA";15142
"292570 PRESIDENTE JANIO QUADROS";12338
"292575 PRESIDENTE TANCREDO NEVES";27719
"292580 QUEIMADAS";25439
"292590 QUIJINGUE";27580
"292593 QUIXABEIRA";8972
"292595 RAFAEL JAMBEIRO";22621
"292600 REMANSO";41008
"292610 RETIROLANDIA";14396
"292620 RIACHAO DAS NEVES";22339
"292630 RIACHAO DO JACUIPE";33436
"292640 RIACHO DE SANTANA";35421
"292650 RIBEIRA DO AMPARO";14592
"292660 RIBEIRA DO POMBAL";53807
"292665 RIBEIRAO DO LARGO";5812
"292670 RIO DE CONTAS";12989
"292680 RIO DO ANTONIO";15371
"292690 RIO DO PIRES";11655
"292700 RIO REAL";40732
"292710 RODELAS";9331
"292720 RUY BARBOSA";30814
"292730 SALINAS DA MARGARIDA";15667
"292740 SALVADOR";2872347
"292750 SANTA BARBARA";20791
"292760 SANTA BRIGIDA";14213
"292770 SANTA CRUZ CABRALIA";27778
"292780 SANTA CRUZ DA VITORIA";6315
"292790 SANTA INES";10631
"292800 SANTALUZ";37348
"292805 SANTA LUZIA";12597
"292810 SANTA MARIA DA VITORIA";39845
"292820 SANTANA";26614
"292830 SANTANOPOLIS";8943
"292840 SANTA RITA DE CASSIA";28338
"292850 SANTA TERESINHA";10405
"292860 SANTO AMARO";60069
"292870 SANTO ANTONIO DE JESUS";101512
"292880 SANTO ESTEVAO";52850
"292890 SAO DESIDERIO";33742
"292895 SAO DOMINGOS";9058
"292900 SAO FELIX";14740
"292905 SAO FELIX DO CORIBE";15391
"292910 SAO FELIPE";21074
"292920 SAO FRANCISCO DO CONDE";39802
"292925 SAO GABRIEL";18793
"292930 SAO GONCALO DOS CAMPOS";37550
"292935 SAO JOSE DA VITORIA";5657
"292937 SAO JOSE DO JACUIPE";10462
"292940 SAO MIGUEL DAS MATAS";11675
"292950 SAO SEBASTIAO DO PASSE";44300
"292960 SAPEACU";17398
"292970 SATIRO DIAS";17273
"292975 SAUBARA";12043
"292980 SAUDE";12913
"292990 SEABRA";44091
"293000 SEBASTIAO LARANJEIRAS";11434
"293010 SENHOR DO BONFIM";79015
"293015 SERRA DO RAMALHO";31472
"293020 SENTO SE";40684
"293030 SERRA DOURADA";17386
"293040 SERRA PRETA";14878
"293050 SERRINHA";80861
"293060 SERROLANDIA";13397
"293070 SIMOES FILHO";134377
"293075 SITIO DO MATO";13012
"293076 SITIO DO QUINTO";9986
"293077 SOBRADINHO";23191
"293080 SOUTO SOARES";16979
"293090 TABOCAS DO BREJO VELHO";12518
"293100 TANHACU";20403
"293105 TANQUE NOVO";17366
"293110 TANQUINHO";7918
"293120 TAPEROA";21074
"293130 TAPIRAMUTA";17010
"293135 TEIXEIRA DE FREITAS";160487
"293140 TEODORO SAMPAIO";7425
"293150 TEOFILANDIA";22518
"293160 TEOLANDIA";14943
"293170 TERRA NOVA";13033
"293180 TREMEDAL";16394
"293190 TUCANO";50687
"293200 UAUA";24240
"293210 UBAIRA";19895
"293220 UBAITABA";19056
"293230 UBATA";27035
"293240 UIBAI";13887
"293245 UMBURANAS";19222
"293250 UNA";19002
"293260 URANDI";16658
"293270 URUCUCA";20519
"293280 UTINGA";19178
"293290 VALENCA";96562
"293300 VALENTE";28473
"293305 VARZEA DA ROCA";14104
"293310 VARZEA DO POCO";9170
"293315 VARZEA NOVA";12697
"293317 VARZEDO";8838
"293320 VERA CRUZ";43223
"293325 VEREDA";6205
"293330 VITORIA DA CONQUISTA";338480
"293340 WAGNER";9345
"293345 WANDERLEY";12238
"293350 WENCESLAU GUIMARAES";21101
"293360 XIQUE-XIQUE";46483
"310010 ABADIA DOS DOURADOS";6989
"310020 ABAETE";23237
"310030 ABRE CAMPO";13454
"310040 ACAIACA";3994
"310050 ACUCENA";9470
"310060 AGUA BOA";13735
"310070 AGUA COMPRIDA";1999
"310080 AGUANIL";4486
"310090 AGUAS FORMOSAS";19207
"310100 AGUAS VERMELHAS";13539
"310110 AIMORES";25167
"310120 AIURUOCA";6003
"310130 ALAGOA";2674
"310140 ALBERTINA";3007
"310150 ALEM PARAIBA";35362
"310160 ALFENAS";79996
"310163 ALFREDO VASCONCELOS";6907
"310170 ALMENARA";41896
"310180 ALPERCATA";7424
"310190 ALPINOPOLIS";19853
"310200 ALTEROSA";14466
"310205 ALTO CAPARAO";5847
"310210 ALTO RIO DOCE";11000
"310220 ALVARENGA";3907
"310230 ALVINOPOLIS";15203
"310240 ALVORADA DE MINAS";3606
"310250 AMPARO DO SERRA";4713
"310260 ANDRADAS";41077
"310270 CACHOEIRA DE PAJEU";9412
"310280 ANDRELANDIA";12224
"310285 ANGELANDIA";8520
"310290 ANTONIO CARLOS";11445
"310300 ANTONIO DIAS";9318
"310310 ANTONIO PRADO DE MINAS";1598
"310320 ARACAI";2347
"310330 ARACITABA";2063
"310340 ARACUAI";36708
"310350 ARAGUARI";117267
"310360 ARANTINA";2795
"310370 ARAPONGA";8439
"310375 ARAPORA";6869
"310380 ARAPUA";2834
"310390 ARAUJOS";9273
"310400 ARAXA";106229
"310410 ARCEBURGO";10772
"310420 ARCOS";40092
"310430 AREADO";15070
"310440 ARGIRITA";2727
"310445 ARICANDUVA";5231
"310450 ARINOS";17875
"310460 ASTOLFO DUTRA";14179
"310470 ATALEIA";12868
"310480 AUGUSTO DE LIMA";4869
"310490 BAEPENDI";19148
"310500 BALDIM";7826
"310510 BAMBUI";23829
"310520 BANDEIRA";4795
"310530 BANDEIRA DO SUL";5746
"310540 BARAO DE COCAIS";32485
"310550 BARAO DE MONTE ALTO";5397
"310560 BARBACENA";137313
"310570 BARRA LONGA";5131
"310590 BARROSO";20810
"310600 BELA VISTA DE MINAS";10255
"310610 BELMIRO BRAGA";3429
"310620 BELO HORIZONTE";2512070
"310630 BELO ORIENTE";26700
"310640 BELO VALE";7715
"310650 BERILO";11932
"310660 BERTOPOLIS";4604
"310665 BERIZAL";4735
"310670 BETIM";439340
"310680 BIAS FORTES";3379
"310690 BICAS";14494
"310700 BIQUINHAS";2515
"310710 BOA ESPERANCA";40127
"310720 BOCAINA DE MINAS";5090
"310730 BOCAIUVA";49979
"310740 BOM DESPACHO";50605
"310750 BOM JARDIM DE MINAS";6474
"310760 BOM JESUS DA PENHA";4217
"310770 BOM JESUS DO AMPARO";6083
"310780 BOM JESUS DO GALHO";14935
"310790 BOM REPOUSO";10547
"310800 BOM SUCESSO";17603
"310810 BONFIM";6868
"310820 BONFINOPOLIS DE MINAS";5493
"310825 BONITO DE MINAS";11230
"310830 BORDA DA MATA";19412
"310840 BOTELHOS";14971
"310850 BOTUMIRIM";6319
"310855 BRASILANDIA DE MINAS";16538
"310860 BRASILIA DE MINAS";32347
"310870 BRAS PIRES";4333
"310880 BRAUNAS";4801
"310890 BRAZOPOLIS";14459
"310900 BRUMADINHO";40103
"310910 BUENO BRANDAO";11001
"310920 BUENOPOLIS";10365
"310925 BUGRE";3982
"310930 BURITIS";24841
"310940 BURITIZEIRO";28056
"310945 CABECEIRA GRANDE";6949
"310950 CABO VERDE";14075
"310960 CACHOEIRA DA PRATA";3603
"310970 CACHOEIRA DE MINAS";11547
"310980 CACHOEIRA DOURADA";2692
"310990 CAETANOPOLIS";11624
"311000 CAETE";44718
"311010 CAIANA";5496
"311020 CAJURI";3987
"311030 CALDAS";14480
"311040 CAMACHO";2901
"311050 CAMANDUCAIA";21770
"311060 CAMBUI";29551
"311070 CAMBUQUIRA";12814
"311080 CAMPANARIO";3721
"311090 CAMPANHA";16665
"311100 CAMPESTRE";21055
"311110 CAMPINA VERDE";19745
"311115 CAMPO AZUL";3817
"311120 CAMPO BELO";54029
"311130 CAMPO DO MEIO";11655
"311140 CAMPO FLORIDO";8151
"311150 CAMPOS ALTOS";15461
"311160 CAMPOS GERAIS";28774
"311170 CANAA";4563
"311180 CANAPOLIS";12150
"311190 CANA VERDE";5603
"311200 CANDEIAS";14886
"311205 CANTAGALO";4525
"311210 CAPARAO";5438
"311220 CAPELA NOVA";4653
"311230 CAPELINHA";37784
"311240 CAPETINGA";6920
"311250 CAPIM BRANCO";9754
"311260 CAPINOPOLIS";16173
"311265 CAPITAO ANDRADE";5468
"311270 CAPITAO ENEAS";15234
"311280 CAPITOLIO";8632
"311290 CAPUTIRA";9298
"311300 CARAI";23685
"311310 CARANAIBA";3183
"311320 CARANDAI";25501
"311330 CARANGOLA";33000
"311340 CARATINGA";92062
"311350 CARBONITA";9405
"311360 CAREACU";6757
"311370 CARLOS CHAGAS";18837
"311380 CARMESIA";2632
"311390 CARMO DA CACHOEIRA";12170
"311400 CARMO DA MATA";11476
"311410 CARMO DE MINAS";14859
"311420 CARMO DO CAJURU";22478
"311430 CARMO DO PARANAIBA";30329
"311440 CARMO DO RIO CLARO";21225
"311450 CARMOPOLIS DE MINAS";19355
"311455 CARNEIRINHO";10027
"311460 CARRANCAS";4047
"311470 CARVALHOPOLIS";3579
"311480 CARVALHOS";4478
"311490 CASA GRANDE";2257
"311500 CASCALHO RICO";3075
"311510 CASSIA";17740
"311520 CONCEICAO DA BARRA DE MINAS";3954
"311530 CATAGUASES";75123
"311535 CATAS ALTAS";5376
"311540 CATAS ALTAS DA NORUEGA";3641
"311545 CATUJI";6311
"311547 CATUTI";4986
"311550 CAXAMBU";21656
"311560 CEDRO DO ABAETE";1164
"311570 CENTRAL DE MINAS";7032
"311580 CENTRALINA";10350
"311590 CHACARA";3154
"311600 CHALE";5704
"311610 CHAPADA DO NORTE";15356
"311615 CHAPADA GAUCHA";13680
"311620 CHIADOR";2687
"311630 CIPOTANEA";6787
"311640 CLARAVAL";4832
"311650 CLARO DOS POCOES";7551
"311660 CLAUDIO";28617
"311670 COIMBRA";7556
"311680 COLUNA";8873
"311690 COMENDADOR GOMES";3111
"311700 COMERCINHO";6929
"311710 CONCEICAO DA APARECIDA";10292
"311720 CONCEICAO DAS PEDRAS";2812
